19	2	18	67	74	94	2000	5000	8002
"[""NORTHERN ROUGH-WINGED SWALLOW"", ""Northern Rough-winged Swallow"", ""Northern rough-winged swallow"", ""Northern Rough-winged Swallow"", ""Northern Rough-winged Swallow"", NaN, NaN, NaN, ""Northern rough-winged swallow"", NaN, NaN, ""Northern Rough-winged Swallow"", ""Northern Rough-winged Swallow"", ""Northern Rough-winged Swallow"", ""NORTHERN ROUGH-WINGED SWALLOW""]"		"[""Stelgidopteryx serripennis"", ""Stelgidopteryx serripennis"", ""Stelgidopteryx serripennis"", NaN, ""Stelgidopteryx serripennis"", NaN, ""Stelgidopteryx serripennis"", ""Stelgidopteryx"", ""Stelgidopteryx"", ""Stelgidopteryx serripennis""]"	"[""serripennis"", ""serripennis"", ""serripennis"", ""serripennis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Stelgidopteryx"", ""Stelgidopteryx""]"	Bird	FC	b
"[""Common nighthawk"", ""Common Nighthawk"", ""Common Nighthawk"", ""Common Nighthawk"", ""COMMON NIGHTHAWK"", NaN, NaN, NaN, ""Common nighthawk"", NaN, NaN, ""Common Nighthawk"", ""Common Nighthawk"", ""Common Nighthawk"", ""COMMON NIGHTHAWK""]"		"[""Chordeiles minor"", ""Chordeiles minor"", ""Chordeiles minor"", NaN, ""Chordeiles minor"", NaN, ""Chordeiles minor"", ""Chordeiles"", ""Chordeiles"", ""Chordeiles minor""]"	"[""minor"", ""minor"", ""minor"", ""minor""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Chordeiles"", ""Chordeiles""]"	Bird	R	b
"[""Chestnut-sided Warbler"", ""Chestnut-sided warbler"", ""CHESTNUT-SIDED WARBLER"", ""Chestnut-sided Warbler"", NaN, NaN, NaN, ""Chestnut-sided warbler"", NaN, NaN, NaN, ""Chestnut-sided Warbler"", ""Chestnut-sided Warbler"", ""CHESTNUT-SIDED WARBLER""]"		"[""Dendroica pensylvanica"", ""Dendroica pensylvanica"", NaN, ""Dendroica pensylvanica"", NaN, NaN, ""Dendroica"", ""Dendroica"", ""Dendroica pensylvanica""]"	"[""pensylvanica"", ""pensylvanica"", ""pensylvanica"", ""pensylvanica""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dendroica"", ""Dendroica""]"	Bird		b
"[""Dark-eyed Junco"", ""Dark-eyed junco"", ""Dark-eyed Junco"", ""DARK-EYED JUNCO"", ""DARK-EYED JUNCO"", ""Dark-eyed Junco"", NaN, NaN, NaN, ""Dark-eyed junco"", NaN, NaN, ""Dark-eyed Junco"", ""Dark-eyed Junco"", ""Dark-eyed Junco"", ""DARK-EYED JUNCO"", ""DARK-EYED JUNCO""]"		"[""Junco hyemalis"", ""Junco hyemalis"", ""Junco hyemalis"", ""Junco hyemalis"", NaN, ""Junco hyemalis"", NaN, ""Junco hyemalis"", ""Junco"", ""Junco"", ""Junco hyemalis"", ""Junco hyemalis""]"	"[""hyemalis"", ""hyemalis"", ""hyemalis"", ""hyemalis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Junco"", ""Junco""]"	Bird	C	"[""w"", ""b""]"
"[""White-throated Sparrow"", ""White-throated Sparrow"", ""WHITE-THROATED SPARROW"", ""White-throated sparrow"", ""White-throated Sparrow"", NaN, NaN, NaN, ""White-throated sparrow"", NaN, NaN, ""White-throated Sparrow"", ""White-throated Sparrow"", ""White-throated Sparrow"", ""WHITE-THROATED SPARROW""]"		"[""Zonotrichia albicollis"", ""Zonotrichia albicollis"", ""Zonotrichia albicollis"", NaN, ""Zonotrichia albicollis"", NaN, ""Zonotrichia albicollis"", ""Zonotrichia"", ""Zonotrichia"", ""Zonotrichia albicollis""]"	"[""albicollis"", ""albicollis"", ""albicollis"", ""albicollis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Zonotrichia"", ""Zonotrichia""]"	Bird	X	w
"[""Song Sparrow"", ""Song Sparrow"", ""SONG SPARROW"", ""SONG SPARROW"", ""Song sparrow"", ""Song Sparrow"", NaN, NaN, NaN, ""Song sparrow"", NaN, NaN, ""Song Sparrow"", ""Song Sparrow"", ""Song Sparrow"", ""SONG SPARROW"", ""SONG SPARROW""]"		"[""Melospiza melodia"", ""Melospiza melodia"", ""Melospiza melodia"", ""Melospiza melodia"", NaN, ""Melospiza melodia"", NaN, ""Melospiza melodia"", ""Melospiza"", ""Melospiza"", ""Melospiza melodia"", ""Melospiza melodia""]"	"[""melodia"", ""melodia"", ""melodia"", ""melodia""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Melospiza"", ""Melospiza""]"	Bird	C	"[""b"", ""w""]"
"[""Chimney Swift"", ""CHIMNEY SWIFT"", ""Chimney swift"", ""Chimney Swift"", NaN, NaN, NaN, ""Chimney swift"", NaN, NaN, NaN, ""Chimney Swift"", ""Chimney Swift"", ""CHIMNEY SWIFT""]"		"[""Chaetura pelagica"", ""Chaetura pelagica"", NaN, ""Chaetura pelagica"", NaN, NaN, ""Chaetura"", ""Chaetura"", ""Chaetura pelagica""]"	"[""pelagica"", ""pelagica"", ""pelagica"", ""pelagica""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Chaetura"", ""Chaetura""]"	Bird		b
"[""Ruby-throated Hummingbird"", ""Ruby-throated Hummingbird"", ""Ruby-throated hummingbird"", ""RUBY-THROATED HUMMINGBIRD"", NaN, NaN, NaN, ""Ruby-throated hummingbird"", NaN, NaN, NaN, ""Ruby-throated Hummingbird"", ""Ruby-throated Hummingbird"", ""RUBY-THROATED HUMMINGBIRD""]"		"[""Archilochus colubris"", ""Archilochus colubris"", NaN, ""Archilochus colubris"", NaN, NaN, ""Archilochus"", ""Archilochus"", ""Archilochus colubris""]"	"[""colubris"", ""colubris"", ""colubris"", ""colubris""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Archilochus"", ""Archilochus""]"	Bird		b
"[""Barred Owl"", ""BARRED OWL"", ""BARRED OWL"", ""Barred owl"", ""Barred Owl"", NaN, NaN, NaN, ""Barred owl"", NaN, NaN, NaN, ""Barred Owl"", ""Barred Owl"", ""BARRED OWL"", ""BARRED OWL""]"		"[""Strix varia"", ""Strix varia"", ""Strix varia"", NaN, ""Strix varia"", NaN, NaN, ""Strix"", ""Strix"", ""Strix varia"", ""Strix varia""]"	"[""varia"", ""varia"", ""varia"", ""varia""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Strix"", ""Strix""]"	Bird		"[""b"", ""w""]"
"[""Great Horned Owl"", ""GREAT HORNED OWL"", ""GREAT HORNED OWL"", ""Great Horned Owl"", ""Great Horned Owl"", ""Great horned owl"", NaN, NaN, NaN, ""Great horned owl"", NaN, NaN, ""Great Horned Owl"", ""Great Horned Owl"", ""Great Horned Owl"", ""GREAT HORNED OWL"", ""GREAT HORNED OWL""]"		"[""Bubo virginianus"", ""Bubo virginianus"", ""Bubo virginianus"", ""Bubo virginianus"", NaN, ""Bubo virginianus"", NaN, ""Bubo virginianus"", ""Bubo"", ""Bubo"", ""Bubo virginianus"", ""Bubo virginianus""]"	"[""virginianus"", ""virginianus"", ""virginianus"", ""virginianus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Bubo"", ""Bubo""]"	Bird	U	"[""b"", ""w""]"
"[""Long-eared Owl"", ""Long-eared Owl"", ""LONG-EARED OWL"", ""LONG-EARED OWL"", NaN, NaN, NaN, NaN, NaN, NaN, NaN, ""Long-eared Owl"", ""Long-eared Owl"", ""LONG-EARED OWL"", ""LONG-EARED OWL""]"		"[""Asio otus"", ""Asio otus"", NaN, NaN, NaN, NaN, ""Asio"", ""Asio"", ""Asio otus"", ""Asio otus""]"	"[""otus"", ""otus"", ""otus"", ""otus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Asio"", ""Asio""]"			"[""b"", ""w""]"
"[""Chuck-will's-widow"", ""CHUCK-WILL'S-WIDOW"", ""Chuck-will's-widow"", ""Chuck-will's-widow"", NaN, NaN, NaN, ""Chuck-will's-widow"", NaN, NaN, NaN, ""Chuck-will's-widow"", ""Chuck-will's-widow"", ""CHUCK-WILL'S-WIDOW""]"		"[""Caprimulgus carolinensis"", ""Caprimulgus carolinensis"", NaN, ""Caprimulgus carolinensis"", NaN, NaN, ""Caprimulgus"", ""Caprimulgus"", ""Caprimulgus carolinensis""]"	"[""carolinensis"", ""carolinensis"", ""carolinensis"", ""carolinensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Caprimulgus"", ""Caprimulgus""]"	Bird		b
"[""BROWN CREEPER"", ""BROWN CREEPER"", ""Brown Creeper"", ""Brown creeper"", ""Brown Creeper"", ""Brown Creeper"", NaN, NaN, NaN, ""Brown creeper"", NaN, NaN, ""Brown Creeper"", ""Brown Creeper"", ""Brown Creeper"", ""BROWN CREEPER"", ""BROWN CREEPER""]"		"[""Certhia americana"", ""Certhia americana"", ""Certhia americana"", ""Certhia americana"", NaN, ""Certhia americana"", NaN, ""Certhia americana"", ""Certhia"", ""Certhia"", ""Certhia americana"", ""Certhia americana""]"	"[""americana"", ""americana"", ""americana"", ""americana""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Certhia"", ""Certhia""]"	Bird	C	"[""w"", ""b""]"
"[""PIED-BILLED GREBE"", ""PIED-BILLED GREBE"", ""Pied-billed Grebe"", ""Pied-billed Grebe"", ""Pied-billed Grebe"", ""Pied-billed grebe"", NaN, NaN, NaN, ""Pied-billed grebe"", NaN, NaN, ""Pied-billed Grebe"", ""Pied-billed Grebe"", ""Pied-billed Grebe"", ""PIED-BILLED GREBE"", ""PIED-BILLED GREBE""]"		"[""Podilymbus podiceps"", ""Podilymbus podiceps"", ""Podilymbus podiceps"", ""Podilymbus podiceps"", NaN, ""Podilymbus podiceps"", NaN, ""Podilymbus podiceps"", ""Podilymbus"", ""Podilymbus"", ""Podilymbus podiceps"", ""Podilymbus podiceps""]"	"[""podiceps"", ""podiceps"", ""podiceps"", ""podiceps""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Podilymbus"", ""Podilymbus""]"	Bird	U	"[""w"", ""b""]"
"[""Carolina Chickadee"", ""CAROLINA CHICKADEE"", ""CAROLINA CHICKADEE"", ""Carolina chickadee"", ""Carolina Chickadee"", NaN, NaN, NaN, ""Carolina chickadee"", NaN, NaN, NaN, ""Carolina Chickadee"", ""Carolina Chickadee"", ""CAROLINA CHICKADEE"", ""CAROLINA CHICKADEE""]"		"[""Poecile carolinensis"", ""Poecile carolinensis"", ""Parus carolinensis"", NaN, ""Parus carolinensis"", NaN, NaN, ""Poecile"", ""Poecile"", ""Poecile carolinensis"", ""Poecile carolinensis""]"	"[""carolinensis"", ""carolinensis"", ""carolinensis"", ""carolinensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Poecile"", ""Poecile""]"	Bird		"[""b"", ""w""]"
"[""PINE SISKIN"", ""Pine Siskin"", ""Pine Siskin"", ""Pine Siskin"", NaN, NaN, NaN, NaN, NaN, NaN, ""Pine Siskin"", ""Pine Siskin"", ""Pine Siskin"", ""PINE SISKIN""]"		"[""Carduelis pinus"", ""Carduelis pinus"", NaN, NaN, NaN, ""Carduelis pinus"", ""Carduelis"", ""Carduelis"", ""Carduelis pinus""]"	"[""pinus"", ""pinus"", ""pinus"", ""pinus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Carduelis"", ""Carduelis""]"		FC	w
"[""Downy Woodpecker"", ""Downy woodpecker"", ""Downy Woodpecker"", ""Downy Woodpecker"", ""DOWNY WOODPECKER"", ""DOWNY WOODPECKER"", NaN, NaN, NaN, ""Downy woodpecker"", NaN, NaN, ""Downy Woodpecker"", ""Downy Woodpecker"", ""Downy Woodpecker"", ""DOWNY WOODPECKER"", ""DOWNY WOODPECKER""]"		"[""Picoides pubescens"", ""Picoides pubescens"", ""Picoides pubescens"", ""Picoides pubescens"", NaN, ""Picoides pubescens"", NaN, ""Picoides pubescens"", ""Picoides"", ""Picoides"", ""Picoides pubescens"", ""Picoides pubescens""]"	"[""pubescens"", ""pubescens"", ""pubescens"", ""pubescens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Picoides"", ""Picoides""]"	Bird	C	"[""b"", ""w""]"
"[""Barn Owl"", ""Barn Owl"", ""Barn Owl"", ""BARN OWL"", ""BARN OWL"", ""[Barn owl]"", ""Barn owl"", ""[Barn owl]"", NaN, NaN, ""Barn owl"", NaN, NaN, ""Barn Owl"", ""Barn Owl"", ""Barn Owl"", ""BARN OWL"", ""BARN OWL""]"	[B] - almost certainly heard from the hostel pre-dawn but this is viewed with some scepticism by Herbert and Vincent!	"[""Tyto alba"", ""Tyto alba"", ""Tyto alba"", ""Tyto alba"", ""Tyto alba"", ""Tyto alba"", NaN, ""Tyto alba"", ""Tyto"", ""Tyto"", ""Tyto alba"", ""Tyto alba""]"	"[""alba"", ""alba"", ""alba"", ""alba""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Tyto"", ""Tyto""]"	Bird	R	"[""b"", ""w""]"
"[""Yellow-billed Cuckoo"", ""Yellow-billed Cuckoo"", ""YELLOW-BILLED CUCKOO"", ""Yellow-billed cuckoo"", NaN, NaN, NaN, ""Yellow-billed cuckoo"", NaN, NaN, NaN, ""Yellow-billed Cuckoo"", ""Yellow-billed Cuckoo"", ""YELLOW-BILLED CUCKOO""]"		"[""Coccyzus americanus"", ""Coccyzus americanus"", NaN, ""Coccyzus americanus"", NaN, NaN, ""Coccyzus"", ""Coccyzus"", ""Coccyzus americanus""]"	"[""americanus"", ""americanus"", ""americanus"", ""americanus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Coccyzus"", ""Coccyzus""]"	Bird		b
"[""Mourning Dove"", ""Mourning dove"", ""Mourning Dove"", ""Mourning Dove"", ""MOURNING DOVE"", ""MOURNING DOVE"", NaN, NaN, NaN, ""Mourning dove"", NaN, NaN, ""Mourning Dove"", ""Mourning Dove"", ""Mourning Dove"", ""MOURNING DOVE"", ""MOURNING DOVE""]"		"[""Zenaida macroura"", ""Zenaida macroura"", ""Zenaida macroura"", ""Zenaida macroura"", NaN, ""Zenaida macroura"", NaN, ""Zenaida macroura"", ""Zenaida"", ""Zenaida"", ""Zenaida macroura"", ""Zenaida macroura""]"	"[""macroura"", ""macroura"", ""macroura"", ""macroura""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Zenaida"", ""Zenaida""]"	Bird	C	"[""b"", ""w""]"
"[""Eastern Screech Owl"", ""EASTERN SCREECH-OWL"", ""EASTERN SCREECH-OWL"", ""Eastern Screech Owl"", ""Eastern screech-owl"", NaN, NaN, NaN, ""Eastern screech-owl"", NaN, NaN, NaN, ""Eastern Screech Owl"", ""Eastern Screech Owl"", ""EASTERN SCREECH-OWL"", ""EASTERN SCREECH-OWL""]"		"[""Otus asio"", ""Otus asio"", ""Otus asio"", NaN, ""Otus asio"", NaN, NaN, ""Megascops"", ""Megascops"", ""Otus asio"", ""Otus asio""]"	"[""asio"", ""asio"", ""asio"", ""asio""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Megascops"", ""Megascops""]"	Bird		"[""b"", ""w""]"
"[""Yellow-bellied Sapsucker"", ""Yellow-bellied Sapsucker"", ""Yellow-bellied sapsucker"", ""YELLOW-BELLIED SAPSUCKER"", NaN, NaN, NaN, ""Yellow-bellied sapsucker"", NaN, NaN, NaN, ""Yellow-bellied Sapsucker"", ""Yellow-bellied Sapsucker"", ""YELLOW-BELLIED SAPSUCKER""]"		"[""Sphyrapicus varius"", ""Sphyrapicus varius"", NaN, ""Sphyrapicus varius"", NaN, NaN, ""Sphyrapicus"", ""Sphyrapicus"", ""Sphyrapicus varius""]"	"[""varius"", ""varius"", ""varius"", ""varius""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sphyrapicus"", ""Sphyrapicus""]"	Bird		w
"[""AMERICAN WOODCOCK"", ""American Woodcock"", ""American Woodcock"", ""American woodcock"", NaN, NaN, NaN, ""American woodcock"", NaN, NaN, NaN, ""American Woodcock"", ""American Woodcock"", ""AMERICAN WOODCOCK""]"		"[""Scolopax minor"", ""Scolopax minor"", NaN, ""Scolopax minor"", NaN, NaN, ""Scolopax"", ""Scolopax"", ""Scolopax minor""]"	"[""minor"", ""minor"", ""minor"", ""minor""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Scolopax"", ""Scolopax""]"	Bird		b
"[""Rock dove"", ""Common Pigeon"", ""Rock Dove"", ""Common Pigeon"", NaN, NaN, NaN, ""Rock dove"", NaN, NaN, ""Rock Dove"", ""Common Pigeon"", ""Common Pigeon"", NaN]"		"[""Columba livia"", ""Columba livia"", NaN, ""Columba livia"", NaN, ""Columba livia"", ""Columba"", ""Columba"", NaN]"	"[""livia"", ""livia"", ""livia"", ""livia""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Columba"", ""Columba""]"	Bird	FC	
"[""Red-winged blackbird"", ""RED-WINGED BLACKBIRD"", ""RED-WINGED BLACKBIRD"", ""Red-winged Blackbird"", ""Red-winged Blackbird"", ""Red-winged Blackbird"", NaN, NaN, NaN, ""Red-winged blackbird"", NaN, NaN, ""Red-winged Blackbird"", ""Red-winged Blackbird"", ""Red-winged Blackbird"", ""RED-WINGED BLACKBIRD"", ""RED-WINGED BLACKBIRD""]"		"[""Agelaius phoeniceus"", ""Agelaius phoeniceus"", ""Agelaius phoeniceus"", ""Agelaius phoeniceus"", NaN, ""Agelaius phoeniceus"", NaN, ""Agelaius phoeniceus"", ""Agelaius"", ""Agelaius"", ""Agelaius phoeniceus"", ""Agelaius phoeniceus""]"	"[""phoenicus"", ""phoenicus"", ""phoenicus"", ""phoenicus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Agelaius"", ""Agelaius""]"	Bird	C	"[""w"", ""b""]"
"[""MALLARD"", ""MALLARD"", ""Mallard"", ""Mallard"", ""Mallard"", ""Mallard"", NaN, NaN, NaN, ""Mallard"", NaN, NaN, ""Mallard"", ""Mallard"", ""Mallard"", ""MALLARD"", ""MALLARD""]"		"[""Anas platyrhynchos"", ""Anas platyrhynchos"", ""Anas platyrhynchos"", ""Anas platyrhynchos"", NaN, ""Anas platyrhynchos"", NaN, ""Anas platyrhynchos"", ""Anas"", ""Anas"", ""Anas platyrhynchos"", ""Anas platyrhynchos""]"	"[""platyrhynchos"", ""platyrhynchos"", ""platyrhynchos"", ""platyrhynchos""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Anas"", ""Anas""]"	Bird	C	"[""w"", ""b""]"
"[""House Wren"", ""House Wren"", ""HOUSE WREN"", ""House Wren"", ""House wren"", NaN, NaN, NaN, ""House wren"", NaN, NaN, ""House Wren"", ""House Wren"", ""House Wren"", ""HOUSE WREN""]"		"[""Troglodytes aedon"", ""Troglodytes aedon"", ""Troglodytes aedon"", NaN, ""Troglodytes aedon"", NaN, ""Troglodytes aedon"", ""Troglodytes"", ""Troglodytes"", ""Troglodytes aedon""]"	"[""aedon"", ""aedon"", ""aedon"", ""aedon""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Troglodytes"", ""Troglodytes""]"	Bird	U	b
"[""Brown Thrasher"", ""BROWN THRASHER"", ""BROWN THRASHER"", ""Brown Thrasher"", ""Brown thrasher"", NaN, NaN, NaN, ""Brown thrasher"", NaN, NaN, NaN, ""Brown Thrasher"", ""Brown Thrasher"", ""BROWN THRASHER"", ""BROWN THRASHER""]"		"[""Toxostoma rufum"", ""Toxostoma rufum"", ""Toxostoma rufum"", NaN, ""Toxostoma rufum"", NaN, NaN, ""Toxostoma"", ""Toxostoma"", ""Toxostoma rufum"", ""Toxostoma rufum""]"	"[""refum"", ""refum"", ""refum"", ""refum""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Toxostoma"", ""Toxostoma""]"	Bird		"[""b"", ""w""]"
"[""Gray Catbird"", ""Gray Catbird"", ""Gray catbird"", ""GRAY CATBIRD"", NaN, NaN, NaN, ""Gray catbird"", NaN, NaN, NaN, ""Gray Catbird"", ""Gray Catbird"", ""GRAY CATBIRD""]"		"[""Dumetella carolinensis"", ""Dumetella carolinensis"", NaN, ""Dumetella carolinensis"", NaN, NaN, ""Dumetella"", ""Dumetella"", ""Dumetella carolinensis""]"	"[""carolinensis"", ""carolinensis"", ""carolinensis"", ""carolinensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dumetella"", ""Dumetella""]"	Bird		b
"[""Northern Mockingbird"", ""NORTHERN MOCKINGBIRD"", ""NORTHERN MOCKINGBIRD"", ""Northern Mockingbird"", ""Northern Mockingbird"", ""Northern mockingbird"", NaN, NaN, NaN, ""Northern mockingbird"", NaN, NaN, ""Northern Mockingbird"", ""Northern Mockingbird"", ""Northern Mockingbird"", ""NORTHERN MOCKINGBIRD"", ""NORTHERN MOCKINGBIRD""]"		"[""Mimus polyglottos"", ""Mimus polyglottos"", ""Mimus polyglottos"", ""Mimus polyglottos"", NaN, ""Mimus polyglottos"", NaN, ""Mimus polyglottos"", ""Mimus"", ""Mimus"", ""Mimus polyglottos"", ""Mimus polyglottos""]"	"[""polyglottos"", ""polyglottos"", ""polyglottos"", ""polyglottos""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Mimus"", ""Mimus""]"	Bird	U	"[""w"", ""b""]"
"[""Common Starling"", ""European starling"", ""Common Starling"", ""European Starling"", NaN, NaN, NaN, ""European starling"", NaN, NaN, ""European Starling"", ""Common Starling"", ""Common Starling"", NaN]"		"[""Sturnus vulgaris"", ""Sturnus vulgaris"", NaN, ""Sturnus vulgaris"", NaN, ""Sturnus vulgaris"", ""Sturnus"", ""Sturnus"", NaN]"	"[""vulgaris"", ""vulgaris"", ""vulgaris"", ""vulgaris""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sturnus"", ""Sturnus""]"	Bird	C	
"[""Sora"", ""Sora"", ""Sora"", ""Sora"", NaN, NaN, NaN, ""Sora"", NaN, NaN, ""Sora"", ""Sora"", ""Sora"", NaN]"		"[""Porzana carolina"", ""Porzana carolina"", NaN, ""Porzana carolina"", NaN, ""Porzana carolina"", ""Porzana"", ""Porzana"", NaN]"	"[""carolina"", ""carolina"", ""carolina"", ""carolina""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Porzana"", ""Porzana""]"	Bird	R	
"[""Roughleg"", ""ROUGH-LEGGED HAWK"", ""Rough-legged Hawk"", ""Roughleg"", NaN, NaN, NaN, NaN, NaN, NaN, ""Rough-legged Hawk"", ""Roughleg"", ""Roughleg"", ""ROUGH-LEGGED HAWK""]"		"[""Buteo lagopus"", ""Buteo lagopus"", NaN, NaN, NaN, ""Buteo lagopus"", ""Buteo"", ""Buteo"", ""Buteo lagopus""]"	"[""lagopus"", ""lagopus"", ""lagopus"", ""lagopus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Buteo"", ""Buteo""]"		U	w
"[""Cooper's Hawk"", ""COOPER'S HAWK"", ""COOPER'S HAWK"", ""Cooper's Hawk"", ""Cooper's hawk"", ""Cooper's Hawk"", NaN, NaN, NaN, ""Cooper's hawk"", NaN, NaN, ""Cooper's Hawk"", ""Cooper's Hawk"", ""Cooper's Hawk"", ""COOPER'S HAWK"", ""COOPER'S HAWK""]"		"[""Accipiter cooperii"", ""Accipiter cooperii"", ""Accipiter cooperii"", ""Accipiter cooperii"", NaN, ""Accipiter cooperii"", NaN, ""Accipiter cooperii"", ""Accipiter"", ""Accipiter"", ""Accipiter cooperii"", ""Accipiter cooperii""]"	"[""cooperii"", ""cooperii"", ""cooperii"", ""cooperii""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Accipiter"", ""Accipiter""]"	Bird	U	"[""w"", ""b""]"
"[""Merlin"", ""Merlin"", ""Merlin"", ""Merlin"", NaN, NaN, NaN, ""Merlin"", NaN, NaN, ""Merlin"", ""Merlin"", ""Merlin"", NaN]"		"[""Falco columbarius"", ""Falco columbarius"", NaN, ""Falco columbarius"", NaN, ""Falco columbarius"", ""Falco"", ""Falco"", NaN]"	"[""columbarius"", ""columbarius"", ""columbarius"", ""columbarius""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Falco"", ""Falco""]"	Bird	U	
"[""Sharp-shinned Hawk"", ""Sharp-shinned Hawk"", ""SHARP-SHINNED HAWK"", ""SHARP-SHINNED HAWK"", ""Sharp-shinned Hawk"", ""Sharp-shinned hawk"", NaN, NaN, NaN, ""Sharp-shinned hawk"", NaN, NaN, ""Sharp-shinned Hawk"", ""Sharp-shinned Hawk"", ""Sharp-shinned Hawk"", ""SHARP-SHINNED HAWK"", ""SHARP-SHINNED HAWK""]"		"[""Accipiter striatus"", ""Accipiter striatus"", ""Accipiter striatus"", ""Accipiter striatus"", NaN, ""Accipiter striatus"", NaN, ""Accipiter striatus"", ""Accipiter"", ""Accipiter"", ""Accipiter striatus"", ""Accipiter striatus""]"	"[""striatus"", ""striatus"", ""striatus"", ""striatus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Accipiter"", ""Accipiter""]"	Bird	U	"[""w"", ""b""]"
"[""Peregrine Falcon"", ""PEREGRINE FALCON"", ""PEREGRINE FALCON"", ""Peregrine falcon"", ""Peregrine Falcon"", ""Peregrine Falcon"", ""Peregrine falcon"", NaN, NaN, NaN, NaN, NaN, ""Peregrine Falcon"", ""Peregrine Falcon"", ""Peregrine Falcon"", ""PEREGRINE FALCON"", ""PEREGRINE FALCON""]"	single hunting successfully in Bundibugyu	"[""Falco peregrinus"", ""Falco peregrinus"", ""Falco peregrinus"", ""F. peregrinus"", NaN, NaN, ""Falco peregrinus"", ""Falco"", ""Falco"", ""Falco peregrinus"", ""Falco peregrinus""]"	"[""peregrinus"", ""peregrinus"", ""peregrinus"", ""peregrinus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Falco"", ""Falco""]"		U	"[""w"", ""b""]"
"[""Turkey Vulture"", ""Turkey vulture"", ""Turkey Vulture"", ""Turkey Vulture"", ""TURKEY VULTURE"", ""TURKEY VULTURE"", NaN, NaN, NaN, ""Turkey vulture"", NaN, NaN, ""Turkey Vulture"", ""Turkey Vulture"", ""Turkey Vulture"", ""TURKEY VULTURE"", ""TURKEY VULTURE""]"		"[""Cathartes aura"", ""Cathartes aura"", ""Cathartes aura"", ""Cathartes aura"", NaN, ""Cathartes aura"", NaN, ""Cathartes aura"", ""Cathartes"", ""Cathartes"", ""Cathartes aura"", ""Cathartes aura""]"	"[""aura"", ""aura"", ""aura"", ""aura""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Cathartes"", ""Cathartes""]"	Bird	C	"[""w"", ""b""]"
"[""Warbling Vireo"", ""Warbling Vireo"", ""Warbling vireo"", ""WARBLING VIREO"", ""Warbling Vireo"", NaN, NaN, NaN, ""Warbling vireo"", NaN, NaN, ""Warbling Vireo"", ""Warbling Vireo"", ""Warbling Vireo"", ""WARBLING VIREO""]"		"[""Vireo gilvus"", ""Vireo gilvus"", ""Vireo gilvus"", NaN, ""Vireo gilvus"", NaN, ""Vireo gilvus"", ""Vireo"", ""Vireo"", ""Vireo gilvus""]"	"[""gilvus"", ""gilvus"", ""gilvus"", ""gilvus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vireo"", ""Vireo""]"	Bird	C	b
