85	0	1	4	71	93	1000	3007	100004	100005	100008	100012
"[""Blake Fell?"", ""Blake Fell"", ""Blake Fell"", ""Blake Fell"", ""Blake Fell"", ""Blake Fell"", ""Blake Fell?"", 1880.0, 1880.0, ""Blake Fell"", ""Blake Fell"", ""Blake Fell"", NaN]"	"[""1,878"", 1880, ""1,878"", 1880, ""1"", 1880, 1880.0, 1879.0, NaN]"	[572, 573, 572, 573, 573.0, 573.0, 573.0]	"[""NW"", ""W""]"	[139, 138, 138, 139.0, 17.0, 1.0]	"[""NY110196"", ""NY 110 197"", ""NY 110 197"", ""NY 11043 19684"", ""NY110196"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	1	147.0	140.0		
"[""Black Fell"", ""Black Fell"", ""Black Fell (Black Crag)"", ""Black Fell"", ""Black Fell (Black Crag)"", ""Black Fell"", ""Black Fell"", 1060.0, 1060.0, ""Black Fell"", ""Black Fell"", ""Black Fell"", NaN]"	"[""1,056"", ""1,056"", 1060, 1060, ""-"", 1060, 1060.0, 1059.0, NaN]"	[322, 322, 323, 323, 323.0, 323.0, 323.0]	"[""SW"", ""S""]"	[212, 212, 212, 212.0, 16.0, 1.0]	"[""NY 340 016"", ""NY340016"", ""NY 340 016"", ""NY 34023 01591"", ""NY340016"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	-	239.0	212.0		
"[""Binsey"", ""Binsey"", ""Binsey"", ""Binsey"", ""Binsey"", ""Binsey"", ""Binsey"", 1467.0, 1467.0, ""Binsey"", ""Binsey"", ""Binsey"", NaN]"	"[""1,466"", 1467, ""1,466"", 1467, ""-"", 1467, 1467.0, 1466.0, NaN]"	[447, 447, 447, 447, 447.0, 447.0, 447.0]	"[""NW"", ""N""]"	[192, 191, 191, 192.0, 13.0, 1.0]	"[""NY225355"", ""NY 225 356"", ""NY 225 356"", ""NY 22513 35525"", ""NY225355"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	207.0	191.0		
"[""Base Brown"", ""Base Brown"", ""Base Brown"", ""Base Brown"", ""Base Brown"", ""Base Brown"", ""Base Brown"", 2119.0, 2119.0, ""Base Brown"", ""Base Brown"", ""Base Brown"", NaN]"	"[""2,120"", ""2,120"", 2119, 2119, ""1"", 2119, 2119.0, 2120.0, NaN]"	[646, 646, 646, 646, 646.0, 646.0, 646.0]	"[""NW"", ""W""]"	[115, 117, 115, 117.0, 11.0, 1.0]	"[""NY 225 115"", ""NY225114"", ""NY 225 115"", ""NY 22516 11461"", ""NY225114"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	1	120.0	117.0		
"[""Barrow"", ""Barrow"", ""Barrow"", ""Barrow"", ""Barrow"", ""Barrow"", 1493.0, NaN, NaN, NaN, NaN, NaN]"	"[""1,494"", ""1,494"", 1493, 1493, NaN, NaN, NaN]"	[455, 455, 455, 455.0, NaN, NaN]	"[""NW"", ""NW""]"	[188, 188, NaN, 10.0, NaN]	"[""NY 227 218"", ""NY 227 218"", ""NY 22709 21822"", NaN, NaN]"	"[""The North Western Fells"", NaN, NaN]"					
"[""Gowbarrow Fell"", ""Gowbarrow Fell"", ""Gowbarrow Fell"", ""Gowbarrow Fell"", ""Gowbarrow Fell"", ""Gowbarrow Fell"", ""Gowbarrow Fell"", 1578.0, 1578.0, ""Gowbarrow Fell"", ""Gowbarrow Fell"", ""Gowbarrow Fell"", NaN]"	"[""1,579"", ""1,579"", 1578, ""-"", 1578, 1578, 1578.0, 1579.0, NaN]"	[481, 481, 481, 481, 481.0, 481.0, 481.0]	"[""NE"", ""E""]"	[180, 181, 180, 181.0, 62.0, 1.0]	"[""NY 407 218"", ""NY407218"", ""NY 407 218"", ""NY 40764 21817"", ""NY407218"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	196.0	181.0		
"[""Sergeant's Crag"", ""Sergeant?s Crag"", ""Sergeants' Crag"", ""Sergeant's Crag"", ""Sergeants' Crag"", ""Sergeant's Crag"", ""Sergeant's Crag"", 1873.0, 1873.0, ""Sergeant?s Crag"", ""Sergeant's Crag"", ""Sergeant's Crag"", NaN]"	"[""1,873"", 1873, ""1,873"", ""-"", 1873, 1873, 1873.0, 1873.0, NaN]"	[571, 571, 571, 571, 571.0, 571.0, 571.0]	"[""NW"", ""C""]"	[140, 139, 139, 140.0, 179.0, 1.0]	"[""NY274113"", ""NY 324 066"", ""NY 324 066"", ""NY 27394 11379"", ""NY274113"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	149.0	141.0		
"[""Sergeant Man"", ""Sergeant Man"", ""Sergeant Man"", ""Sergeant Man"", ""Sergeant Man"", ""Sergeant Man"", ""Sergeant Man"", 2395.0, 2415.0, ""Sergeant Man"", ""Sergeant Man"", ""Sergeant Man"", NaN]"	"[""2,414"", 2415, ""2,414"", ""123"", 2415, 2415, 2415.0, 2394.0, NaN]"	[736, 736, 736, 736, 730.0, 736.0, 736.0]	"[""SW"", ""C""]"	[68, 69, 69, 68.0, 178.0, 1.0]	"[""NY286089"", ""NY 472 062"", ""NY 472 062"", ""NY 28647 08896"", ""NY286089"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	123	74.0	71.0	Loughrigg, Sergeant Man and Tarn Crag & Langdale Pikes and Sergeant Man	
"[""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike"", 3210.0, 3209.0, ""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike"", ""Scafell Pike""]"	"[""3,210"", ""3,210"", 3209, 3209, ""123456"", 3209, 3209.0, 3208.0, 3210.0]"	[978, 978, 978, 978, 978.0, 978.0, 978.0]	"[""SW"", ""S""]"	[1, 1, 1, 1.0, 171.0, 1.0]	"[""NY 343 114"", ""NY215072"", ""NY 343 114"", ""NY 21534 07218"", ""NY215072"", 978.0]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123456	1.0	1.0	Eskdale and the Scafells & Bowfell and the Scafells & Scafell Pike from Seathwaite & Scafell Pike from Langdale & Peakbagging from Langdale	NY 215072
"[""Scar Crags"", ""Scar Crags"", ""Scar Crags"", ""Scar Crags"", ""Scar Crags"", ""Scar Crags"", ""Scar Crags"", 2205.0, 2205.0, ""Scar Crags"", ""Scar Crags"", ""Scar Crags"", NaN]"	"[""2,205"", 2205, ""2,205"", ""12"", 2205, 2205, 2205.0, 2204.0, NaN]"	[672, 672, 672, 672, 672.0, 672.0, 672.0]	"[""NW"", ""NW""]"	[101, 101, 101, 101.0, 172.0, 1.0]	"[""NY208206"", ""NY 140 084"", ""NY 140 084"", ""NY 20853 20661"", ""NY208206"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	12	104.0	101.0	A Coledale Round	
"[""Seatallan"", ""Seatallan"", ""Seatallan"", ""Seatallan"", ""Seatallan"", ""Seatallan"", ""Seatallan"", 2270.0, 2270.0, ""Seatallan"", ""Seatallan"", ""Seatallan"", NaN]"	"[""2,266"", ""2,266"", 2270, ""12"", 2270, 2270, 2270.0, 2270.0, NaN]"	[691, 691, 692, 692, 692.0, 692.0, 692.0]	"[""SW"", ""W""]"	[94, 94, 94, 94.0, 175.0, 1.0]	"[""NY 286 089"", ""NY139084"", ""NY 286 089"", ""NY 13964 08403"", ""NY139084"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	12	96.0	93.0	A Netherbeck Round	
"[""Seat Sandal"", ""Seat Sandal"", ""Seat Sandal"", ""Seat Sandal"", ""Seat Sandal"", ""Seat Sandal"", ""Seat Sandal"", 2415.0, 2415.0, ""Seat Sandal"", ""Seat Sandal"", ""Seat Sandal"", NaN]"	"[""2,415"", ""2,415"", 2415, ""1"", 2415, 2415, 2415.0, 2415.0, NaN]"	[736, 736, 736, 736, 736.0, 736.0, 736.0]	"[""NE"", ""E""]"	[68, 70, 68, 70.0, 174.0, 1.0]	"[""NY 491 112"", ""NY343115"", ""NY 491 112"", ""NY 34399 11424"", ""NY343115"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	72.0	69.0	Dollywagon Pike and St. Sunday Crag	
"[""Selside Pike"", ""Selside Pike"", ""Selside Pike"", ""Selside Pike"", ""Selside Pike"", ""Selside Pike"", ""Selside Pike"", 2149.0, 2149.0, ""Selside Pike"", ""Selside Pike"", ""Selside Pike"", NaN]"	"[""2,142"", 2149, ""2,142"", ""12"", 2149, 2149, 2149.0, 2148.0, NaN]"	[653, 655, 653, 655, 655.0, 655.0, 655.0]	"[""NE"", ""FE""]"	[110, 111, 111, 110.0, 177.0, 1.0]	"[""NY490111"", ""NY 369 182"", ""NY 369 182"", ""NY 49079 11183"", ""NY490111"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12	113.0	110.0		
"[""Mardale Ill Bell"", ""Mardale Ill Bell"", ""Mardale Ill Bell"", ""Mardale Ill Bell"", ""Mardale Ill Bell"", NaN, NaN, 2493.0, ""Mardale Ill Bell"", ""Mardale Ill Bell"", ""Mardale Ill Bell"", NaN]"	"[""2,496"", 2493, ""2,496"", ""1233"", 2493, 2493, 2493.0, 2496.0, NaN]"	[761, 760, 761, 760, NaN, 760.0, 760.0]	"[""NE"", ""FE""]"	[59, 59, 59, 59.0, NaN, 1.0]	"[""NY448101"", ""NY 283 337"", ""NY 283 337"", NaN, ""NY448101"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1233	62.0	59.0	Mardale Ill Bell to Wether Hill & A Kentmere Horseshoe	
"[""Ill Bell"", ""Ill Bell"", ""Ill Bell"", ""Ill Bell"", ""Ill Bell"", ""Ill Bell"", ""Ill Bell"", 2484.0, 2484.0, ""Ill Bell"", ""Ill Bell"", ""Ill Bell"", NaN]"	"[""2,476"", 2484, ""2,476"", ""12"", 2484, 2484, 2484.0, 2483.0, NaN]"	[755, 757, 755, 757, 757.0, 757.0, 757.0]	"[""SE"", ""FE""]"	[60, 62, 62, 60.0, 115.0, 1.0]	"[""NY436077"", ""NY 436 077"", ""NY 436 077"", ""NY 43668 07725"", ""NY436077"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12	63.0	60.0	A Kentmere Horseshoe & Yoke Spur and Caudale Moor	
"[""Walla Crag"", ""Walla Crag"", ""Walla Crag"", ""Walla Crag"", ""Walla Crag"", ""Walla Crag"", ""Walla Crag"", 1243.0, 1234.0, ""Walla Crag"", ""Walla Crag"", ""Walla Crag"", ""Walla Crag""]"	"[""1,234"", ""1,234"", 1234, ""-"", 1234, 1234, 1234.0, 1243.0, 1234.0]"	[376, 376, 376, 376, 379.0, 376.0, 376.0]	"[""NW"", ""C""]"	[204, 204, 204, 204.0, 202.0, 1.0]	"[""NY 276 213"", ""NY277213"", ""NY 276 213"", ""NY 27684 21285"", ""NY277213"", 376.0]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	225.0	204.0		NY 277213
"[""Nethermost Pike"", ""Nethermost Pike"", ""Nethermost Pike"", ""Nethermost Pike"", ""Nethermost Pike"", ""Nethermost Pike"", ""Nethermost Pike"", 2923.0, 2923.0, ""Nethermost Pike"", ""Nethermost Pike"", ""Nethermost Pike"", NaN]"	"[""2,920"", ""2,920"", 2923, 2923, ""1"", 2923, 2923.0, 2923.0, NaN]"	[890, 890, 891, 891, 891.0, 891.0, 891.0]	"[""NE"", ""E""]"	[9, 9, 9, 9.0, 148.0, 1.0]	"[""NY 285 080"", ""NY343142"", ""NY 285 080"", ""NY 34408 14154"", ""NY343142"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	12.0	9.0	Catstye Cam to Dollywagon Pike	
"[""Catstye Cam"", ""Catstycam"", ""Catstycam"", ""Catstye Cam"", ""Catstycam"", ""Catstye Cam"", ""Catstycam"", 2920.0, 2920.0, ""Catstye Cam"", ""Catstye Cam"", ""Catstye Cam"", NaN]"	"[""2,917"", ""2,917"", 2920, 2920, ""-"", 2920, 2920.0, 2919.0, NaN]"	[889, 889, 890, 890, 890.0, 890.0, 890.0]	"[""NE"", ""E""]"	[10, 10, 10, 10.0, 37.0, 1.0]	"[""NY 348 158"", ""NY348158"", ""NY 348 158"", ""NY 34811 15823 ?"", ""NY348158"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	13.0	10.0	Catstye Cam to Dollywagon Pike	
"[""Scafell"", ""Scafell?"", ""Scafell"", ""Sca Fell"", ""Scafell"", ""Scafell"", ""Scafell?"", 3163.0, 3163.0, ""Sca Fell"", NaN, NaN, NaN]"	"[""3,162"", ""3,162"", 3163, 3163, ""1234"", 3163, NaN, NaN, NaN]"	[964, 964, 964, 964, 964.0, 964.0, NaN]	"[""SW"", ""S""]"	[2, 2, 2, 2.0, 170.0, NaN]	"[""NY 160 114"", ""NY206064"", ""NY 160 114"", ""NY 20682 06484"", ""NY206064"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234				
"[""Pillar"", ""Pillar"", ""Pillar"", ""Pillar"", ""Pillar"", ""Pillar"", ""Pillar"", 2927.0, 2927.0, ""Pillar"", ""Pillar"", ""Pillar"", ""Pillar""]"	"[""2,927"", ""2,927"", 2927, 2927, ""1234"", 2927, 2927.0, 2926.0, 2927.0]"	[892, 892, 892, 892, 892.0, 892.0, 892.0]	"[""NW"", ""W""]"	[8, 8, 8, 8.0, 153.0, 1.0]	"[""NY 343 174"", ""NY171121"", ""NY 343 174"", ""NY 17126 12101"", ""NY171121"", 892.0]"	"[""The Western Fells"", ""The Western Fells"", ""W Fells""]"	1234	11.0	8.0	Great Gable, Pillar and Red Pike & An Ennerdale Round	NY 171121
"[""Castle Crag"", ""Castle Crag"", ""Castle Crag"", ""Castle Crag"", ""Castle Crag"", ""Castle Crag"", ""Castle Crag"", 951.0, 978.0, ""Castle Crag"", ""Castle Crag"", ""Castle Crag"", ""Castle Crag""]"	"[985, ""985"", 978, 978, ""-"", 978, 978.0, 951.0, 980.0]"	[300, 300, 298, 298, 290.0, 298.0, 298.0]	"[""NW"", ""NW""]"	[214, 214, 214, 214.0, 35.0, 1.0]	"[""NY 249 159"", ""NY249159"", ""NY 249 159"", ""NY 24934 15937"", ""NY249159"", 299.0]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	244.0	214.0		NY 249159
"[""Carrock Fell"", ""Carrock Fell"", ""Carrock Fell"", ""Carrock Fell"", ""Carrock Fell"", ""Carrock Fell"", ""Carrock Fell"", 2165.0, 2175.0, ""Carrock Fell"", ""Carrock Fell"", ""Carrock Fell"", NaN]"	"[""2,174"", ""2,174"", 2175, ""1"", 2175, 2175, 2175.0, 2165.0, NaN]"	[663, 663, 663, 663, 660.0, 663.0, 663.0]	"[""NW"", ""N""]"	[105, 105, 105, 105.0, 34.0, 1.0]	"[""NY 342 337"", ""NY341336"", ""NY 342 337"", ""NY 34176 33638"", ""NY341336"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1	108.0	105.0	Carrock Fell to Great Calva	
"[""Catbells"", ""Catbells"", ""Cat Bells"", ""Cat Bells"", ""Cat Bells"", ""Catbells"", ""Catbells"", 1480.0, 1480.0, ""Cat Bells"", NaN, ""Cat Bells"", NaN]"	"[""1,481"", 1480, ""1,481"", 1480, ""123"", 1480, NaN, 1479.0, NaN]"	[451, 451, 451, 451, 451.0, 451.0, NaN]	"[""NW"", ""NW""]"	[189, 189, 189, 189.0, 36.0, NaN]	"[""NY244199"", ""NY 244 198"", ""NY 244 198"", ""NY 24406 19852"", ""NY244199"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	123	206.0	190.0	extended version of Robinson and Dale Head	
"[""Burnbank Fell"", ""Burnbank Fell"", ""Burnbank Fell"", ""Burnbank Fell"", ""Burnbank Fell"", ""Burnbank Fell"", ""Burnbank Fell"", 1558.0, 1558.0, ""Burnbank Fell"", ""Burnbank Fell"", ""Burnbank Fell"", NaN]"	"[""1,580"", 1558, ""1,580"", 1558, ""1"", 1558, 1558.0, 1558.0, NaN]"	[482, 475, 482, 475, 475.0, 475.0, 475.0]	"[""NW"", ""W""]"	[183, 179, 179, 183.0, 31.0, 1.0]	"[""NY110209"", ""NY 110 210"", ""NY 110 210"", ""NY 10999 20950"", ""NY110209"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	1	199.0	183.0		
"[""Buckbarrow"", ""Buckbarrow"", ""Buckbarrow"", ""Buckbarrow"", ""Buckbarrow"", ""Buckbarrow"", ""Buckbarrow"", 1378.0, 1329.0, ""Buckbarrow"", ""Buckbarrow"", ""Buckbarrow"", NaN]"	"[""1,410"", ""1,410"", 1329, 1329, ""-"", 1329, 1329.0, 1377.0, NaN]"	[430, 430, 405, 405, 420.0, 405.0, 405.0]	"[""SW"", ""W""]"	[196, 200, 196, 200.0, 30.0, 1.0]	"[""NY 135 060"", ""NY136061"", ""NY 135 060"", ""NY 13572 06126"", ""NY136061"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	-	217.0	197.0		
"[""Carl Side"", ""Carl Side"", ""Carl Side"", ""Carl Side"", ""Carl Side"", ""Carl Side"", ""Carl Side"", 2448.0, 2448.0, ""Carl Side"", ""Carl Side"", ""Carl Side"", NaN]"	"[""2,420"", 2448, ""2,420"", 2448, ""1"", 2448, 2448.0, 2447.0, NaN]"	[738, 746, 738, 746, 746.0, 746.0, 746.0]	"[""NW"", ""N""]"	[64, 64, 64, 64.0, 33.0, 1.0]	"[""NY255280"", ""NY 254 281"", ""NY 254 281"", ""NY 25497 28086"", ""NY255280"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1	67.0	64.0	Skiddaw from Millbeck & Skiddaw via Longside Edge	
"[""Calf Crag"", ""Calf Crag"", ""Calf Crag"", ""Calf Crag"", ""Calf Crag"", ""Calf Crag"", ""Calf Crag"", 1762.0, 1762.0, ""Calf Crag"", ""Calf Crag"", ""Calf Crag"", NaN]"	"[""1,762"", ""1,762"", 1762, 1762, ""12"", 1762, 1762.0, 1761.0, NaN]"	[537, 537, 537, 537, 537.0, 537.0, 537.0]	"[""NW"", ""C""]"	[154, 154, 154, 154.0, 32.0, 1.0]	"[""NY 301 104"", ""NY301104"", ""NY 301 104"", ""NY 30162 10410"", ""NY301104"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	12	164.0	154.0		
"[""Causey Pike"", ""Causey Pike"", ""Causey Pike"", ""Causey Pike"", ""Causey Pike"", ""Causey Pike"", ""Causey Pike"", 2090.0, 2090.0, ""Causey Pike"", ""Causey Pike"", ""Causey Pike"", ""Causey Pike""]"	"[""2,035"", ""2,035"", 2090, 2090, ""12"", 2090, 2090.0, 2089.0, 2035.0]"	[620, 620, 637, 637, 637.0, 637.0, 637.0]	"[""NW"", ""NW""]"	[124, 119, 124, 119.0, 39.0, 1.0]	"[""NY 219 209"", ""NY218208"", ""NY 219 209"", ""NY 21876 20851"", ""NY218208"", 620.0]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	12	123.0	119.0	A Coledale Round	NY 217209
"[""Red Pike ( Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike ( Buttermere)"", 2477.0, 2477.0, ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)"", ""Red Pike (Buttermere)""]"	"[""2,479"", ""2,479"", 2477, 2477, ""123"", 2477, 2477.0, 2477.0, 2479.0]"	[756, 756, 755, 755, 755.0, 755.0, 755.0]	"[""NW"", ""W""]"	[61, 62, 61, 62.0, 159.0, 1.0]	"[""NY 396 087"", ""NY160154"", ""NY 396 087"", ""NY 16054 15453"", ""NY160154"", 755.0]"	"[""The Western Fells"", ""The Western Fells"", ""W Fells""]"	123	65.0	62.0	High Stile Ridge & An Ennerdale Round	NY 160154
"[""Raven Crag"", ""Raven Crag"", ""Raven Crag"", ""Raven Crag"", ""Raven Crag"", ""Raven Crag"", ""Raven Crag"", 1512.0, 1512.0, ""Raven Crag"", ""Raven Crag"", ""Raven Crag"", NaN]"	"[""1,520"", 1512, ""1,520"", 1512, ""-"", 1512, 1512.0, 1512.0, NaN]"	[463, 461, 463, 461, 461.0, 461.0, 461.0]	"[""NW"", ""C""]"	[186, 186, 186, 186.0, 158.0, 1.0]	"[""NY303188"", ""NY 165 106"", ""NY 165 106"", ""NY 30346 18757"", ""NY303188"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	202.0	186.0		
"[""Armboth Fell"", ""Armboth Fell"", ""Armboth Fell"", ""Armboth Fell"", ""Armboth Fell"", ""Armboth Fell"", ""Armboth Fell"", 1572.0, 1572.0, ""Armboth Fell"", ""Armboth Fell"", ""Armboth Fell"", NaN]"	"[""1,570"", 1572, ""1,570"", 1572, ""-"", 1572, 1572.0, 1571.0, NaN]"	[479, 479, 479, 479, 479.0, 479.0, 479.0]	"[""NW"", ""C""]"	[182, 182, 182, 182.0, 4.0, 1.0]	"[""NY298157"", ""NY 297 159"", ""NY 297 159"", ""NY 29684 15965"", ""NY298157"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	197.0	182.0		
"[""High Seat"", ""High Seat"", ""High Seat"", ""High Seat"", ""High Seat"", ""High Seat"", ""High Seat"", 1995.0, 1995.0, ""High Seat"", ""High Seat"", ""High Seat"", NaN]"	"[""1,995"", ""1,995"", 1995, 1995, ""-"", 1995, 1995.0, 1994.0, NaN]"	[608, 608, 608, 608, 608.0, 608.0, 608.0]	"[""NW"", ""C""]"	[128, 129, 128, 129.0, 107.0, 1.0]	"[""NY 287 180"", ""NY287180"", ""NY 287 180"", ""NY 28709 18049"", ""NY287180"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	136.0	130.0		
"[""Mungrisdale Common"", ""Mungrisdale Common"", ""Mungrisdale Common"", ""Mungrisedale Common"", ""Mungrisedale Common"", ""Mungrisdale Common"", ""Mungrisdale Common"", 2077.0, 2077.0, ""Mungrisdale Common"", ""Mungrisdale Common"", ""Mungrisdale Common"", NaN]"	"[""2,068"", 2077, ""2,068"", 2077, ""-"", 2077, 2077.0, 2077.0, NaN]"	[630, 633, 630, 633, 633.0, 633.0, 633.0]	"[""NE"", ""N""]"	[122, 121, 121, 122.0, 145.0, 1.0]	"[""NY311293"", ""NY 355 065"", ""NY 355 065"", ""NY 31059 29231"", ""NY311293"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	125.0	121.0		
"[""Middle Dodd"", ""Middle Dodd"", ""Middle Dodd"", ""Middle Dodd"", ""Middle Dodd"", ""Middle Dodd"", ""Middle Dodd"", 2146.0, 2146.0, ""Middle Dodd"", ""Middle Dodd"", ""Middle Dodd"", NaN]"	"[""2,106"", 2146, ""2,106"", 2146, ""-"", 2146, 2146.0, 2145.0, NaN]"	[642, 654, 642, 654, 654.0, 654.0, 654.0]	"[""SE"", ""E""]"	[112, 116, 116, 112.0, 143.0, 1.0]	"[""NY397096"", ""NY 151 072"", ""NY 151 072"", ""NY 39736 09571"", ""NY397096"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	114.0	111.0	Red Screes and Hart Crag	
"[""Middle Fell?"", ""Middle Fell"", ""Middle Fell"", ""Middle Fell"", ""Middle Fell"", ""Middle Fell"", ""Middle Fell?"", 1909.0, 1909.0, ""Middle Fell"", ""Middle Fell"", ""Middle Fell"", NaN]"	"[""1,908"", 1909, ""1,908"", ""12"", 1909, 1909, 1909.0, 1909.0, NaN]"	[582, 582, 582, 582, 582.0, 582.0, 582.0]	"[""SW"", ""W""]"	[135, 134, 134, 135.0, 144.0, 1.0]	"[""NY151072"", ""NY 312 292"", ""NY 312 292"", ""NY 15080 07269"", ""NY151072"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	12	142.0	135.0	A Netherbeck Round	
"[""Kidsty Pike"", ""Kidsty Pike"", ""Kidsty Pike"", ""Kidsty Pike"", ""Kidsty Pike"", ""Kidsty Pike"", ""Kidsty Pike"", 2559.0, 2559.0, ""Kidsty Pike"", ""Kidsty Pike"", ""Kidsty Pike"", NaN]"	"[""2,560"", 2559, ""2,560"", ""123"", 2559, 2559, 2559.0, 2560.0, NaN]"	[780, 780, 780, 780, 780.0, 780.0, 780.0]	"[""NE"", ""FE""]"	[46, 46, 46, 46.0, 118.0, 1.0]	"[""NY447125"", ""NY 448 126"", ""NY 448 126"", ""NY 44738 12577"", ""NY447125"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	123	49.0	46.0	Mardale Ill Bell to Wether Hill & Kidsty Pike to Caudale Moor	
"[""Kirk Fell"", ""Kirk Fell"", ""Kirk Fell"", ""Kirk Fell"", ""Kirk Fell"", ""Kirk Fell"", ""Kirk Fell"", 2631.0, 2631.0, ""Kirk Fell"", ""Kirk Fell"", ""Kirk Fell"", NaN]"	"[""2,630"", ""2,630"", 2631, 2631, ""12"", 2631, 2631.0, 2631.0, NaN]"	[802, 802, 802, 802, 802.0, 802.0, 802.0]	"[""NW"", ""W""]"	[33, 34, 33, 34.0, 119.0, 1.0]	"[""NY 195 105"", ""NY194104"", ""NY 195 105"", ""NY 19498 10485"", ""NY194104"", NaN]"	"[""The Western Fells"", ""The Western Fells"", ""W Fells""]"	12	35.0	32.0	Great Gable, Pillar and Red Pike & An Ennerdale Round	
"[""The Old Man of Coniston"", ""Coniston Old Man"", ""The Old Man of Coniston"", ""Coniston Old Man"", ""Coniston Old Man"", ""The Old Man of Coniston"", ""Coniston Old Man"", 2635.0, 2635.0, ""The Old Man of Coniston"", NaN, NaN, NaN]"	"[""2,633"", 2635, ""2,633"", 2635, ""1234"", 2635, NaN, NaN, NaN]"	[803, 803, 803, 803, 803.0, 803.0, NaN]	"[""SW"", ""S""]"	[31, 32, 32, 31.0, 43.0, NaN]	"[""SD272978"", ""SD 272 978"", ""SD 272 978"", ""SD 27237 97815"", ""SD272978"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234				
"[""Dove Crag"", ""Dove Crag"", ""Dove Crag"", ""Dove Crag"", ""Dove Crag"", ""Dove Crag"", ""Dove Crag"", 2598.0, 2598.0, ""Dove Crag"", ""Dove Crag"", ""Dove Crag"", NaN]"	"[""2,603"", 2598, ""2,603"", 2598, ""12"", 2598, 2598.0, 2598.0, NaN]"	[793, 792, 793, 792, 792.0, 792.0, 792.0]	"[""NE"", ""E""]"	[38, 37, 37, 38.0, 49.0, 1.0]	"[""NY374104"", ""NY 374 104"", ""NY 374 104"", ""NY 37454 10437"", ""NY374104"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	12	41.0	38.0	Red Screes and Hart Crag & A Deepdale Round & Red Screes and Dove Crag & Fairfield Horseshoe	
"[""Rampsgill Head"", ""Rampsgill Head"", ""Rampsgill Head"", ""Rampsgill Head"", ""Rampsgill Head"", ""Rampsgill Head"", ""Rampsgill Head"", 2598.0, 2598.0, ""Rampsgill Head"", ""Rampsgill Head"", ""Rampsgill Head"", NaN]"	"[""2,581"", ""2,581"", 2598, 2598, ""1234"", 2598, 2598.0, 2598.0, NaN]"	[787, 787, 792, 792, 792.0, 792.0, 792.0]	"[""NE"", ""FE""]"	[41, 39, 41, 39.0, 156.0, 1.0]	"[""NY 303 187"", ""NY442128"", ""NY 303 187"", ""NY 44332 12861"", ""NY442128"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	1234	42.0	39.0	Mardale Ill Bell to Wether Hill & Kidsty Pike to Caudale Moor	
