"Identifier1","Identifier2","similarityScore"
"74685423_0_8061289760697103949.csv~Row120","84675086_0_6386416780680710863.csv~Row120","1.0"
"74685423_0_8061289760697103949.csv~Row242","84675086_0_6386416780680710863.csv~Row232","0.75"
"74685423_0_8061289760697103949.csv~Row95","84675086_0_6386416780680710863.csv~Row95","1.0"
"74685423_0_8061289760697103949.csv~Row24","84675086_0_6386416780680710863.csv~Row22","0.75"
"74685423_0_8061289760697103949.csv~Row193","84675086_0_6386416780680710863.csv~Row251","0.7"
"74685423_0_8061289760697103949.csv~Row35","84675086_0_6386416780680710863.csv~Row252","0.75"
"74685423_0_8061289760697103949.csv~Row269","84675086_0_6386416780680710863.csv~Row269","1.0"
"74685423_0_8061289760697103949.csv~Row264","84675086_0_6386416780680710863.csv~Row264","1.0"
"74685423_0_8061289760697103949.csv~Row194","84675086_0_6386416780680710863.csv~Row194","1.0"
"74685423_0_8061289760697103949.csv~Row2","84675086_0_6386416780680710863.csv~Row2","1.0"
"74685423_0_8061289760697103949.csv~Row113","84675086_0_6386416780680710863.csv~Row113","1.0"
"74685423_0_8061289760697103949.csv~Row176","84675086_0_6386416780680710863.csv~Row176","1.0"
"74685423_0_8061289760697103949.csv~Row189","84675086_0_6386416780680710863.csv~Row189","1.0"
"74685423_0_8061289760697103949.csv~Row145","84675086_0_6386416780680710863.csv~Row145","1.0"
"74685423_0_8061289760697103949.csv~Row234","84675086_0_6386416780680710863.csv~Row242","0.75"
"74685423_0_8061289760697103949.csv~Row65","84675086_0_6386416780680710863.csv~Row65","1.0"
"74685423_0_8061289760697103949.csv~Row70","84675086_0_6386416780680710863.csv~Row67","0.75"
"74685423_0_8061289760697103949.csv~Row37","84675086_0_6386416780680710863.csv~Row37","1.0"
"74685423_0_8061289760697103949.csv~Row233","84675086_0_6386416780680710863.csv~Row233","1.0"
"74685423_0_8061289760697103949.csv~Row237","84675086_0_6386416780680710863.csv~Row235","0.75"
"74685423_0_8061289760697103949.csv~Row271","84675086_0_6386416780680710863.csv~Row271","1.0"
"74685423_0_8061289760697103949.csv~Row46","84675086_0_6386416780680710863.csv~Row45","0.75"
"74685423_0_8061289760697103949.csv~Row50","84675086_0_6386416780680710863.csv~Row50","1.0"
"74685423_0_8061289760697103949.csv~Row232","84675086_0_6386416780680710863.csv~Row234","0.75"
"74685423_0_8061289760697103949.csv~Row122","84675086_0_6386416780680710863.csv~Row122","1.0"
"74685423_0_8061289760697103949.csv~Row192","84675086_0_6386416780680710863.csv~Row196","0.75"
"74685423_0_8061289760697103949.csv~Row251","84675086_0_6386416780680710863.csv~Row251","1.0"
"74685423_0_8061289760697103949.csv~Row222","84675086_0_6386416780680710863.csv~Row222","1.0"
"74685423_0_8061289760697103949.csv~Row230","84675086_0_6386416780680710863.csv~Row230","1.0"
"74685423_0_8061289760697103949.csv~Row234","84675086_0_6386416780680710863.csv~Row252","0.75"
"74685423_0_8061289760697103949.csv~Row204","84675086_0_6386416780680710863.csv~Row204","1.0"
"74685423_0_8061289760697103949.csv~Row213","84675086_0_6386416780680710863.csv~Row32","0.75"
"74685423_0_8061289760697103949.csv~Row67","84675086_0_6386416780680710863.csv~Row67","1.0"
"74685423_0_8061289760697103949.csv~Row185","84675086_0_6386416780680710863.csv~Row192","0.75"
"74685423_0_8061289760697103949.csv~Row84","84675086_0_6386416780680710863.csv~Row84","1.0"
"74685423_0_8061289760697103949.csv~Row138","84675086_0_6386416780680710863.csv~Row138","1.0"
"74685423_0_8061289760697103949.csv~Row156","84675086_0_6386416780680710863.csv~Row156","1.0"
"74685423_0_8061289760697103949.csv~Row116","84675086_0_6386416780680710863.csv~Row116","1.0"
"74685423_0_8061289760697103949.csv~Row174","84675086_0_6386416780680710863.csv~Row174","1.0"
"74685423_0_8061289760697103949.csv~Row1","84675086_0_6386416780680710863.csv~Row1","1.0"
"74685423_0_8061289760697103949.csv~Row109","84675086_0_6386416780680710863.csv~Row109","1.0"
"74685423_0_8061289760697103949.csv~Row210","84675086_0_6386416780680710863.csv~Row182","0.75"
"74685423_0_8061289760697103949.csv~Row52","84675086_0_6386416780680710863.csv~Row53","0.7"
"74685423_0_8061289760697103949.csv~Row34","84675086_0_6386416780680710863.csv~Row34","1.0"
"74685423_0_8061289760697103949.csv~Row10","84675086_0_6386416780680710863.csv~Row10","1.0"
"74685423_0_8061289760697103949.csv~Row59","84675086_0_6386416780680710863.csv~Row59","1.0"
"74685423_0_8061289760697103949.csv~Row108","84675086_0_6386416780680710863.csv~Row108","1.0"
"74685423_0_8061289760697103949.csv~Row250","84675086_0_6386416780680710863.csv~Row250","1.0"
"74685423_0_8061289760697103949.csv~Row177","84675086_0_6386416780680710863.csv~Row177","1.0"
"74685423_0_8061289760697103949.csv~Row251","84675086_0_6386416780680710863.csv~Row247","0.75"
"74685423_0_8061289760697103949.csv~Row232","84675086_0_6386416780680710863.csv~Row252","0.75"
"74685423_0_8061289760697103949.csv~Row185","84675086_0_6386416780680710863.csv~Row196","0.75"
"74685423_0_8061289760697103949.csv~Row39","84675086_0_6386416780680710863.csv~Row39","1.0"
"74685423_0_8061289760697103949.csv~Row96","84675086_0_6386416780680710863.csv~Row96","1.0"
"74685423_0_8061289760697103949.csv~Row54","84675086_0_6386416780680710863.csv~Row55","0.75"
"74685423_0_8061289760697103949.csv~Row142","84675086_0_6386416780680710863.csv~Row141","0.75"
"74685423_0_8061289760697103949.csv~Row128","84675086_0_6386416780680710863.csv~Row128","1.0"
"74685423_0_8061289760697103949.csv~Row201","84675086_0_6386416780680710863.csv~Row201","1.0"
"74685423_0_8061289760697103949.csv~Row155","84675086_0_6386416780680710863.csv~Row155","1.0"
"74685423_0_8061289760697103949.csv~Row22","84675086_0_6386416780680710863.csv~Row24","0.75"
"74685423_0_8061289760697103949.csv~Row255","84675086_0_6386416780680710863.csv~Row255","1.0"
"74685423_0_8061289760697103949.csv~Row140","84675086_0_6386416780680710863.csv~Row140","1.0"
"74685423_0_8061289760697103949.csv~Row61","84675086_0_6386416780680710863.csv~Row61","1.0"
"74685423_0_8061289760697103949.csv~Row251","84675086_0_6386416780680710863.csv~Row191","0.7"
"74685423_0_8061289760697103949.csv~Row196","84675086_0_6386416780680710863.csv~Row191","0.7"
"74685423_0_8061289760697103949.csv~Row195","84675086_0_6386416780680710863.csv~Row213","0.75"
"74685423_0_8061289760697103949.csv~Row23","84675086_0_6386416780680710863.csv~Row23","1.0"
"86747932_0_7532457067740920052.csv~Row187","5873256_0_7795190905731964989.csv~Row187","1.0"
"86747932_0_7532457067740920052.csv~Row2","5873256_0_7795190905731964989.csv~Row2","1.0"
"86747932_0_7532457067740920052.csv~Row213","5873256_0_7795190905731964989.csv~Row223","0.75"
"86747932_0_7532457067740920052.csv~Row16","5873256_0_7795190905731964989.csv~Row16","1.0"
"86747932_0_7532457067740920052.csv~Row245","5873256_0_7795190905731964989.csv~Row245","1.0"
"86747932_0_7532457067740920052.csv~Row240","5873256_0_7795190905731964989.csv~Row240","1.0"
"86747932_0_7532457067740920052.csv~Row211","5873256_0_7795190905731964989.csv~Row211","1.0"
"86747932_0_7532457067740920052.csv~Row145","5873256_0_7795190905731964989.csv~Row145","1.0"
"86747932_0_7532457067740920052.csv~Row162","5873256_0_7795190905731964989.csv~Row162","1.0"
"86747932_0_7532457067740920052.csv~Row217","5873256_0_7795190905731964989.csv~Row218","0.75"
"86747932_0_7532457067740920052.csv~Row25","5873256_0_7795190905731964989.csv~Row25","1.0"
"86747932_0_7532457067740920052.csv~Row188","5873256_0_7795190905731964989.csv~Row188","1.0"
"86747932_0_7532457067740920052.csv~Row38","5873256_0_7795190905731964989.csv~Row38","1.0"
"86747932_0_7532457067740920052.csv~Row94","5873256_0_7795190905731964989.csv~Row94","1.0"
"86747932_0_7532457067740920052.csv~Row213","5873256_0_7795190905731964989.csv~Row213","1.0"
"86747932_0_7532457067740920052.csv~Row204","5873256_0_7795190905731964989.csv~Row204","1.0"
"86747932_0_7532457067740920052.csv~Row1","5873256_0_7795190905731964989.csv~Row1","1.0"
"86747932_0_7532457067740920052.csv~Row234","5873256_0_7795190905731964989.csv~Row234","1.0"
"86747932_0_7532457067740920052.csv~Row67","5873256_0_7795190905731964989.csv~Row67","1.0"
"86747932_0_7532457067740920052.csv~Row101","5873256_0_7795190905731964989.csv~Row210","0.7"
"86747932_0_7532457067740920052.csv~Row121","5873256_0_7795190905731964989.csv~Row121","1.0"
"86747932_0_7532457067740920052.csv~Row153","5873256_0_7795190905731964989.csv~Row153","1.0"
"86747932_0_7532457067740920052.csv~Row177","5873256_0_7795190905731964989.csv~Row177","1.0"
"86747932_0_7532457067740920052.csv~Row34","5873256_0_7795190905731964989.csv~Row34","1.0"
"86747932_0_7532457067740920052.csv~Row147","5873256_0_7795190905731964989.csv~Row147","1.0"
"86747932_0_7532457067740920052.csv~Row110","5873256_0_7795190905731964989.csv~Row110","1.0"
"86747932_0_7532457067740920052.csv~Row196","5873256_0_7795190905731964989.csv~Row196","1.0"
"86747932_0_7532457067740920052.csv~Row125","5873256_0_7795190905731964989.csv~Row125","1.0"
"86747932_0_7532457067740920052.csv~Row225","5873256_0_7795190905731964989.csv~Row225","1.0"
"86747932_0_7532457067740920052.csv~Row87","5873256_0_7795190905731964989.csv~Row87","1.0"
"86747932_0_7532457067740920052.csv~Row48","5873256_0_7795190905731964989.csv~Row47","0.8333333333333333"
"86747932_0_7532457067740920052.csv~Row51","5873256_0_7795190905731964989.csv~Row51","1.0"
"86747932_0_7532457067740920052.csv~Row30","5873256_0_7795190905731964989.csv~Row30","1.0"
"86747932_0_7532457067740920052.csv~Row139","5873256_0_7795190905731964989.csv~Row139","1.0"
"86747932_0_7532457067740920052.csv~Row115","5873256_0_7795190905731964989.csv~Row115","1.0"
"86747932_0_7532457067740920052.csv~Row7","5873256_0_7795190905731964989.csv~Row7","1.0"
"86747932_0_7532457067740920052.csv~Row23","5873256_0_7795190905731964989.csv~Row23","1.0"
"86747932_0_7532457067740920052.csv~Row238","5873256_0_7795190905731964989.csv~Row238","1.0"
"86747932_0_7532457067740920052.csv~Row191","5873256_0_7795190905731964989.csv~Row191","1.0"
"86747932_0_7532457067740920052.csv~Row22","5873256_0_7795190905731964989.csv~Row210","0.7"
"86747932_0_7532457067740920052.csv~Row136","5873256_0_7795190905731964989.csv~Row136","1.0"
"86747932_0_7532457067740920052.csv~Row229","5873256_0_7795190905731964989.csv~Row229","1.0"
"86747932_0_7532457067740920052.csv~Row181","5873256_0_7795190905731964989.csv~Row181","1.0"
"86747932_0_7532457067740920052.csv~Row50","5873256_0_7795190905731964989.csv~Row50","1.0"
"86747932_0_7532457067740920052.csv~Row133","5873256_0_7795190905731964989.csv~Row133","1.0"
"86747932_0_7532457067740920052.csv~Row179","5873256_0_7795190905731964989.csv~Row179","1.0"
"86747932_0_7532457067740920052.csv~Row155","5873256_0_7795190905731964989.csv~Row155","1.0"
"86747932_0_7532457067740920052.csv~Row200","5873256_0_7795190905731964989.csv~Row200","1.0"
"86747932_0_7532457067740920052.csv~Row175","5873256_0_7795190905731964989.csv~Row227","0.75"
"86747932_0_7532457067740920052.csv~Row244","5873256_0_7795190905731964989.csv~Row244","1.0"
"86747932_0_7532457067740920052.csv~Row170","5873256_0_7795190905731964989.csv~Row170","1.0"
"86747932_0_7532457067740920052.csv~Row40","5873256_0_7795190905731964989.csv~Row40","1.0"
"86747932_0_7532457067740920052.csv~Row175","5873256_0_7795190905731964989.csv~Row175","1.0"
"86747932_0_7532457067740920052.csv~Row182","5873256_0_7795190905731964989.csv~Row182","1.0"
"86747932_0_7532457067740920052.csv~Row183","5873256_0_7795190905731964989.csv~Row183","1.0"
"86747932_0_7532457067740920052.csv~Row80","5873256_0_7795190905731964989.csv~Row80","1.0"
"86747932_0_7532457067740920052.csv~Row107","5873256_0_7795190905731964989.csv~Row107","1.0"
"86747932_0_7532457067740920052.csv~Row159","5873256_0_7795190905731964989.csv~Row159","1.0"
"86747932_0_7532457067740920052.csv~Row65","5873256_0_7795190905731964989.csv~Row65","1.0"
"86747932_0_7532457067740920052.csv~Row151","5873256_0_7795190905731964989.csv~Row151","1.0"
"86747932_0_7532457067740920052.csv~Row189","5873256_0_7795190905731964989.csv~Row189","1.0"
"86747932_0_7532457067740920052.csv~Row24","5873256_0_7795190905731964989.csv~Row24","1.0"
"86747932_0_7532457067740920052.csv~Row165","5873256_0_7795190905731964989.csv~Row165","1.0"
"86747932_0_7532457067740920052.csv~Row57","5873256_0_7795190905731964989.csv~Row57","1.0"
"86747932_0_7532457067740920052.csv~Row218","5873256_0_7795190905731964989.csv~Row217","0.75"
"86747932_0_7532457067740920052.csv~Row84","5873256_0_7795190905731964989.csv~Row84","1.0"
"86747932_0_7532457067740920052.csv~Row63","5873256_0_7795190905731964989.csv~Row63","1.0"
"86747932_0_7532457067740920052.csv~Row76","5873256_0_7795190905731964989.csv~Row76","1.0"
"86747932_0_7532457067740920052.csv~Row134","5873256_0_7795190905731964989.csv~Row134","1.0"
"86747932_0_7532457067740920052.csv~Row26","5873256_0_7795190905731964989.csv~Row26","1.0"
"86747932_0_7532457067740920052.csv~Row66","5873256_0_7795190905731964989.csv~Row66","1.0"
"86747932_0_7532457067740920052.csv~Row18","5873256_0_7795190905731964989.csv~Row18","1.0"
"86747932_0_7532457067740920052.csv~Row163","5873256_0_7795190905731964989.csv~Row163","1.0"
"86747932_0_7532457067740920052.csv~Row218","5873256_0_7795190905731964989.csv~Row218","1.0"
"86747932_0_7532457067740920052.csv~Row4","5873256_0_7795190905731964989.csv~Row5","0.75"
"86747932_0_7532457067740920052.csv~Row4","5873256_0_7795190905731964989.csv~Row4","1.0"
"86747932_0_7532457067740920052.csv~Row171","5873256_0_7795190905731964989.csv~Row171","1.0"
"86747932_0_7532457067740920052.csv~Row14","5873256_0_7795190905731964989.csv~Row14","1.0"
"86747932_0_7532457067740920052.csv~Row172","5873256_0_7795190905731964989.csv~Row172","1.0"
"86747932_0_7532457067740920052.csv~Row36","5873256_0_7795190905731964989.csv~Row36","1.0"
"86747932_0_7532457067740920052.csv~Row105","5873256_0_7795190905731964989.csv~Row105","1.0"
"86747932_0_7532457067740920052.csv~Row35","5873256_0_7795190905731964989.csv~Row35","1.0"
"86747932_0_7532457067740920052.csv~Row148","5873256_0_7795190905731964989.csv~Row148","1.0"
"86747932_0_7532457067740920052.csv~Row123","5873256_0_7795190905731964989.csv~Row123","1.0"
"86747932_0_7532457067740920052.csv~Row176","5873256_0_7795190905731964989.csv~Row176","1.0"
"86747932_0_7532457067740920052.csv~Row178","5873256_0_7795190905731964989.csv~Row178","1.0"
"86747932_0_7532457067740920052.csv~Row52","5873256_0_7795190905731964989.csv~Row52","1.0"
"86747932_0_7532457067740920052.csv~Row185","5873256_0_7795190905731964989.csv~Row185","1.0"
"86747932_0_7532457067740920052.csv~Row77","5873256_0_7795190905731964989.csv~Row77","1.0"
"86747932_0_7532457067740920052.csv~Row124","5873256_0_7795190905731964989.csv~Row124","1.0"
"86747932_0_7532457067740920052.csv~Row119","5873256_0_7795190905731964989.csv~Row119","1.0"
"86747932_0_7532457067740920052.csv~Row144","5873256_0_7795190905731964989.csv~Row144","1.0"
"86747932_0_7532457067740920052.csv~Row210","5873256_0_7795190905731964989.csv~Row101","0.7"
"86747932_0_7532457067740920052.csv~Row62","5873256_0_7795190905731964989.csv~Row62","1.0"
"86747932_0_7532457067740920052.csv~Row169","5873256_0_7795190905731964989.csv~Row169","1.0"
"86747932_0_7532457067740920052.csv~Row203","5873256_0_7795190905731964989.csv~Row203","1.0"
"86747932_0_7532457067740920052.csv~Row47","5873256_0_7795190905731964989.csv~Row47","1.0"
"86747932_0_7532457067740920052.csv~Row27","5873256_0_7795190905731964989.csv~Row27","1.0"
"86747932_0_7532457067740920052.csv~Row8","5873256_0_7795190905731964989.csv~Row8","1.0"
"86747932_0_7532457067740920052.csv~Row10","5873256_0_7795190905731964989.csv~Row10","1.0"
"86747932_0_7532457067740920052.csv~Row55","5873256_0_7795190905731964989.csv~Row55","1.0"
"86747932_0_7532457067740920052.csv~Row53","5873256_0_7795190905731964989.csv~Row53","1.0"
"86747932_0_7532457067740920052.csv~Row88","5873256_0_7795190905731964989.csv~Row88","1.0"
"86747932_0_7532457067740920052.csv~Row140","5873256_0_7795190905731964989.csv~Row140","1.0"
"86747932_0_7532457067740920052.csv~Row135","5873256_0_7795190905731964989.csv~Row135","1.0"
"86747932_0_7532457067740920052.csv~Row208","5873256_0_7795190905731964989.csv~Row208","1.0"
"86747932_0_7532457067740920052.csv~Row53","5873256_0_7795190905731964989.csv~Row4","0.75"
"86747932_0_7532457067740920052.csv~Row239","5873256_0_7795190905731964989.csv~Row223","0.75"
"86747932_0_7532457067740920052.csv~Row241","5873256_0_7795190905731964989.csv~Row241","1.0"
"86747932_0_7532457067740920052.csv~Row71","5873256_0_7795190905731964989.csv~Row71","1.0"
"86747932_0_7532457067740920052.csv~Row106","5873256_0_7795190905731964989.csv~Row106","1.0"
"86747932_0_7532457067740920052.csv~Row128","5873256_0_7795190905731964989.csv~Row128","1.0"
"86747932_0_7532457067740920052.csv~Row75","5873256_0_7795190905731964989.csv~Row75","1.0"
"86747932_0_7532457067740920052.csv~Row146","5873256_0_7795190905731964989.csv~Row146","1.0"
"86747932_0_7532457067740920052.csv~Row22","5873256_0_7795190905731964989.csv~Row22","1.0"
"86747932_0_7532457067740920052.csv~Row216","5873256_0_7795190905731964989.csv~Row216","1.0"
"86747932_0_7532457067740920052.csv~Row137","5873256_0_7795190905731964989.csv~Row137","1.0"
"86747932_0_7532457067740920052.csv~Row129","5873256_0_7795190905731964989.csv~Row129","1.0"
"86747932_0_7532457067740920052.csv~Row239","5873256_0_7795190905731964989.csv~Row213","0.75"
"86747932_0_7532457067740920052.csv~Row156","5873256_0_7795190905731964989.csv~Row156","1.0"
"86747932_0_7532457067740920052.csv~Row20","5873256_0_7795190905731964989.csv~Row20","1.0"
"86747932_0_7532457067740920052.csv~Row199","5873256_0_7795190905731964989.csv~Row199","1.0"
"86747932_0_7532457067740920052.csv~Row184","5873256_0_7795190905731964989.csv~Row184","1.0"
"86747932_0_7532457067740920052.csv~Row173","5873256_0_7795190905731964989.csv~Row173","1.0"
"86747932_0_7532457067740920052.csv~Row4","5873256_0_7795190905731964989.csv~Row53","0.75"
"86747932_0_7532457067740920052.csv~Row223","5873256_0_7795190905731964989.csv~Row239","0.75"
"86747932_0_7532457067740920052.csv~Row31","5873256_0_7795190905731964989.csv~Row31","1.0"
"86747932_0_7532457067740920052.csv~Row154","5873256_0_7795190905731964989.csv~Row154","1.0"
"86747932_0_7532457067740920052.csv~Row143","5873256_0_7795190905731964989.csv~Row143","1.0"
"86747932_0_7532457067740920052.csv~Row186","5873256_0_7795190905731964989.csv~Row186","1.0"
"86747932_0_7532457067740920052.csv~Row194","5873256_0_7795190905731964989.csv~Row194","1.0"
"86747932_0_7532457067740920052.csv~Row111","5873256_0_7795190905731964989.csv~Row111","1.0"
"86747932_0_7532457067740920052.csv~Row168","5873256_0_7795190905731964989.csv~Row168","1.0"
"86747932_0_7532457067740920052.csv~Row82","5873256_0_7795190905731964989.csv~Row82","1.0"
"86747932_0_7532457067740920052.csv~Row217","5873256_0_7795190905731964989.csv~Row217","1.0"
"86747932_0_7532457067740920052.csv~Row127","5873256_0_7795190905731964989.csv~Row127","1.0"
"86747932_0_7532457067740920052.csv~Row44","5873256_0_7795190905731964989.csv~Row44","1.0"
"86747932_0_7532457067740920052.csv~Row220","5873256_0_7795190905731964989.csv~Row220","1.0"
"86747932_0_7532457067740920052.csv~Row6","5873256_0_7795190905731964989.csv~Row6","1.0"
"86747932_0_7532457067740920052.csv~Row99","5873256_0_7795190905731964989.csv~Row99","1.0"
"86747932_0_7532457067740920052.csv~Row68","5873256_0_7795190905731964989.csv~Row68","1.0"
"86747932_0_7532457067740920052.csv~Row126","5873256_0_7795190905731964989.csv~Row126","1.0"
"86747932_0_7532457067740920052.csv~Row5","5873256_0_7795190905731964989.csv~Row4","0.75"
"86747932_0_7532457067740920052.csv~Row100","5873256_0_7795190905731964989.csv~Row100","1.0"
"86747932_0_7532457067740920052.csv~Row215","5873256_0_7795190905731964989.csv~Row215","1.0"
"86747932_0_7532457067740920052.csv~Row5","5873256_0_7795190905731964989.csv~Row5","1.0"
"86747932_0_7532457067740920052.csv~Row112","5873256_0_7795190905731964989.csv~Row112","1.0"
"86747932_0_7532457067740920052.csv~Row230","5873256_0_7795190905731964989.csv~Row230","1.0"
"86747932_0_7532457067740920052.csv~Row239","5873256_0_7795190905731964989.csv~Row239","1.0"
"86747932_0_7532457067740920052.csv~Row174","5873256_0_7795190905731964989.csv~Row174","1.0"
"86747932_0_7532457067740920052.csv~Row70","5873256_0_7795190905731964989.csv~Row70","1.0"
"86747932_0_7532457067740920052.csv~Row108","5873256_0_7795190905731964989.csv~Row108","1.0"
"86747932_0_7532457067740920052.csv~Row56","5873256_0_7795190905731964989.csv~Row56","1.0"
"86747932_0_7532457067740920052.csv~Row12","5873256_0_7795190905731964989.csv~Row12","1.0"
"86747932_0_7532457067740920052.csv~Row210","5873256_0_7795190905731964989.csv~Row22","0.7"
"86747932_0_7532457067740920052.csv~Row226","5873256_0_7795190905731964989.csv~Row226","1.0"
"86747932_0_7532457067740920052.csv~Row219","5873256_0_7795190905731964989.csv~Row219","1.0"
"86747932_0_7532457067740920052.csv~Row37","5873256_0_7795190905731964989.csv~Row37","1.0"
"86747932_0_7532457067740920052.csv~Row24","5873256_0_7795190905731964989.csv~Row23","0.8333333333333333"
"86747932_0_7532457067740920052.csv~Row9","5873256_0_7795190905731964989.csv~Row9","1.0"
"86747932_0_7532457067740920052.csv~Row73","5873256_0_7795190905731964989.csv~Row73","1.0"
"86747932_0_7532457067740920052.csv~Row83","5873256_0_7795190905731964989.csv~Row83","1.0"
"86747932_0_7532457067740920052.csv~Row114","5873256_0_7795190905731964989.csv~Row114","1.0"
"86747932_0_7532457067740920052.csv~Row190","5873256_0_7795190905731964989.csv~Row190","1.0"
"86747932_0_7532457067740920052.csv~Row223","5873256_0_7795190905731964989.csv~Row223","1.0"
"86747932_0_7532457067740920052.csv~Row118","5873256_0_7795190905731964989.csv~Row118","1.0"
"86747932_0_7532457067740920052.csv~Row122","5873256_0_7795190905731964989.csv~Row122","1.0"
"86747932_0_7532457067740920052.csv~Row97","5873256_0_7795190905731964989.csv~Row97","1.0"
"86747932_0_7532457067740920052.csv~Row28","5873256_0_7795190905731964989.csv~Row28","1.0"
"86747932_0_7532457067740920052.csv~Row141","5873256_0_7795190905731964989.csv~Row141","1.0"
"86747932_0_7532457067740920052.csv~Row222","5873256_0_7795190905731964989.csv~Row222","1.0"
"86747932_0_7532457067740920052.csv~Row109","5873256_0_7795190905731964989.csv~Row109","1.0"
"86747932_0_7532457067740920052.csv~Row207","5873256_0_7795190905731964989.csv~Row207","1.0"
"86747932_0_7532457067740920052.csv~Row223","5873256_0_7795190905731964989.csv~Row213","0.75"
"86747932_0_7532457067740920052.csv~Row197","5873256_0_7795190905731964989.csv~Row197","1.0"
"86747932_0_7532457067740920052.csv~Row157","5873256_0_7795190905731964989.csv~Row157","1.0"
"86747932_0_7532457067740920052.csv~Row79","5873256_0_7795190905731964989.csv~Row79","1.0"
"86747932_0_7532457067740920052.csv~Row164","5873256_0_7795190905731964989.csv~Row164","1.0"
"86747932_0_7532457067740920052.csv~Row227","5873256_0_7795190905731964989.csv~Row175","0.75"
"86747932_0_7532457067740920052.csv~Row142","5873256_0_7795190905731964989.csv~Row142","1.0"
"86747932_0_7532457067740920052.csv~Row149","5873256_0_7795190905731964989.csv~Row149","1.0"
"86747932_0_7532457067740920052.csv~Row39","5873256_0_7795190905731964989.csv~Row39","1.0"
"86747932_0_7532457067740920052.csv~Row85","5873256_0_7795190905731964989.csv~Row85","1.0"
"86747932_0_7532457067740920052.csv~Row120","5873256_0_7795190905731964989.csv~Row120","1.0"
"86747932_0_7532457067740920052.csv~Row116","5873256_0_7795190905731964989.csv~Row116","1.0"
"86747932_0_7532457067740920052.csv~Row102","5873256_0_7795190905731964989.csv~Row102","1.0"
"86747932_0_7532457067740920052.csv~Row227","5873256_0_7795190905731964989.csv~Row227","1.0"
"86747932_0_7532457067740920052.csv~Row23","5873256_0_7795190905731964989.csv~Row24","0.8333333333333333"
"86747932_0_7532457067740920052.csv~Row187","5873256_0_7795190905731964989.csv~Row145","0.7"
"86747932_0_7532457067740920052.csv~Row193","5873256_0_7795190905731964989.csv~Row193","1.0"
"86747932_0_7532457067740920052.csv~Row205","5873256_0_7795190905731964989.csv~Row205","1.0"
"86747932_0_7532457067740920052.csv~Row145","5873256_0_7795190905731964989.csv~Row187","0.7"
"86747932_0_7532457067740920052.csv~Row131","5873256_0_7795190905731964989.csv~Row131","1.0"
"86747932_0_7532457067740920052.csv~Row81","5873256_0_7795190905731964989.csv~Row81","1.0"
"86747932_0_7532457067740920052.csv~Row101","5873256_0_7795190905731964989.csv~Row101","1.0"
"86747932_0_7532457067740920052.csv~Row221","5873256_0_7795190905731964989.csv~Row221","1.0"
"86747932_0_7532457067740920052.csv~Row195","5873256_0_7795190905731964989.csv~Row195","1.0"
"86747932_0_7532457067740920052.csv~Row237","5873256_0_7795190905731964989.csv~Row237","1.0"
"86747932_0_7532457067740920052.csv~Row17","5873256_0_7795190905731964989.csv~Row17","1.0"
"86747932_0_7532457067740920052.csv~Row43","5873256_0_7795190905731964989.csv~Row43","1.0"
"86747932_0_7532457067740920052.csv~Row130","5873256_0_7795190905731964989.csv~Row130","1.0"
"86747932_0_7532457067740920052.csv~Row42","5873256_0_7795190905731964989.csv~Row42","1.0"
"86747932_0_7532457067740920052.csv~Row160","5873256_0_7795190905731964989.csv~Row160","1.0"
"86747932_0_7532457067740920052.csv~Row224","5873256_0_7795190905731964989.csv~Row224","1.0"
"86747932_0_7532457067740920052.csv~Row86","5873256_0_7795190905731964989.csv~Row86","1.0"
"86747932_0_7532457067740920052.csv~Row212","5873256_0_7795190905731964989.csv~Row212","1.0"
"86747932_0_7532457067740920052.csv~Row152","5873256_0_7795190905731964989.csv~Row152","1.0"
"86747932_0_7532457067740920052.csv~Row214","5873256_0_7795190905731964989.csv~Row214","1.0"
"86747932_0_7532457067740920052.csv~Row48","5873256_0_7795190905731964989.csv~Row48","1.0"
"86747932_0_7532457067740920052.csv~Row113","5873256_0_7795190905731964989.csv~Row113","1.0"
"86747932_0_7532457067740920052.csv~Row103","5873256_0_7795190905731964989.csv~Row103","1.0"
"86747932_0_7532457067740920052.csv~Row232","5873256_0_7795190905731964989.csv~Row232","1.0"
"86747932_0_7532457067740920052.csv~Row19","5873256_0_7795190905731964989.csv~Row19","1.0"
"86747932_0_7532457067740920052.csv~Row13","5873256_0_7795190905731964989.csv~Row13","1.0"
"86747932_0_7532457067740920052.csv~Row74","5873256_0_7795190905731964989.csv~Row74","1.0"
"86747932_0_7532457067740920052.csv~Row242","5873256_0_7795190905731964989.csv~Row242","1.0"
"86747932_0_7532457067740920052.csv~Row78","5873256_0_7795190905731964989.csv~Row78","1.0"
"86747932_0_7532457067740920052.csv~Row243","5873256_0_7795190905731964989.csv~Row243","1.0"
"86747932_0_7532457067740920052.csv~Row89","5873256_0_7795190905731964989.csv~Row89","1.0"
"86747932_0_7532457067740920052.csv~Row0","5873256_0_7795190905731964989.csv~Row0","1.0"
"86747932_0_7532457067740920052.csv~Row61","5873256_0_7795190905731964989.csv~Row61","1.0"
"86747932_0_7532457067740920052.csv~Row91","5873256_0_7795190905731964989.csv~Row91","1.0"
"86747932_0_7532457067740920052.csv~Row11","5873256_0_7795190905731964989.csv~Row11","1.0"
